dataset,image_id,identity,path,score,score_scale,gender,ethnicity,view,rated
scut,CF454.jpg,scut_CF454.jpg,data/scut/SCUT-FBP5500_v2/Images/CF454.jpg,2.383333,1-5,female,caucasian,frontal,1
scut,AM1687.jpg,scut_AM1687.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1687.jpg,3.983333,1-5,male,asian,frontal,1
scut,AF1680.jpg,scut_AF1680.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1680.jpg,3.683333,1-5,female,asian,frontal,1
scut,CM675.jpg,scut_CM675.jpg,data/scut/SCUT-FBP5500_v2/Images/CM675.jpg,3.733333,1-5,male,caucasian,frontal,1
scut,AM957.jpg,scut_AM957.jpg,data/scut/SCUT-FBP5500_v2/Images/AM957.jpg,2.05,1-5,male,asian,frontal,1
scut,AF2000.jpg,scut_AF2000.jpg,data/scut/SCUT-FBP5500_v2/Images/AF2000.jpg,3.55,1-5,female,asian,frontal,1
scut,CF529.jpg,scut_CF529.jpg,data/scut/SCUT-FBP5500_v2/Images/CF529.jpg,2.933333,1-5,female,caucasian,frontal,1
scut,CF523.jpg,scut_CF523.jpg,data/scut/SCUT-FBP5500_v2/Images/CF523.jpg,2.35,1-5,female,caucasian,frontal,1
scut,AM627.jpg,scut_AM627.jpg,data/scut/SCUT-FBP5500_v2/Images/AM627.jpg,2.616667,1-5,male,asian,frontal,1
scut,AF1991.jpg,scut_AF1991.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1991.jpg,2.016667,1-5,female,asian,frontal,1
scut,AF1027.jpg,scut_AF1027.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1027.jpg,3.983333,1-5,female,asian,frontal,1
scut,AF628.jpg,scut_AF628.jpg,data/scut/SCUT-FBP5500_v2/Images/AF628.jpg,2.633333,1-5,female,asian,frontal,1
scut,AF1380.jpg,scut_AF1380.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1380.jpg,2.366667,1-5,female,asian,frontal,1
scut,AF1923.jpg,scut_AF1923.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1923.jpg,3.0,1-5,female,asian,frontal,1
scut,AF1291.jpg,scut_AF1291.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1291.jpg,4.4,1-5,female,asian,frontal,1
scut,CM45.jpg,scut_CM45.jpg,data/scut/SCUT-FBP5500_v2/Images/CM45.jpg,2.65,1-5,male,caucasian,frontal,1
scut,AF1986.jpg,scut_AF1986.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1986.jpg,1.016667,1-5,female,asian,frontal,1
scut,CM599.jpg,scut_CM599.jpg,data/scut/SCUT-FBP5500_v2/Images/CM599.jpg,2.616667,1-5,male,caucasian,frontal,1
scut,CF659.jpg,scut_CF659.jpg,data/scut/SCUT-FBP5500_v2/Images/CF659.jpg,4.45,1-5,female,caucasian,frontal,1
scut,AM123.jpg,scut_AM123.jpg,data/scut/SCUT-FBP5500_v2/Images/AM123.jpg,4.383333,1-5,male,asian,frontal,1
scut,CF198.jpg,scut_CF198.jpg,data/scut/SCUT-FBP5500_v2/Images/CF198.jpg,2.35,1-5,female,caucasian,frontal,1
scut,AM762.jpg,scut_AM762.jpg,data/scut/SCUT-FBP5500_v2/Images/AM762.jpg,4.483333,1-5,male,asian,frontal,1
scut,AF735.jpg,scut_AF735.jpg,data/scut/SCUT-FBP5500_v2/Images/AF735.jpg,2.5,1-5,female,asian,frontal,1
scut,AF1144.jpg,scut_AF1144.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1144.jpg,2.716667,1-5,female,asian,frontal,1
scut,AF81.jpg,scut_AF81.jpg,data/scut/SCUT-FBP5500_v2/Images/AF81.jpg,2.116667,1-5,female,asian,frontal,1
scut,AF250.jpg,scut_AF250.jpg,data/scut/SCUT-FBP5500_v2/Images/AF250.jpg,2.716667,1-5,female,asian,frontal,1
scut,AF335.jpg,scut_AF335.jpg,data/scut/SCUT-FBP5500_v2/Images/AF335.jpg,2.383333,1-5,female,asian,frontal,1
scut,AF8.jpg,scut_AF8.jpg,data/scut/SCUT-FBP5500_v2/Images/AF8.jpg,2.75,1-5,female,asian,frontal,1
scut,AF631.jpg,scut_AF631.jpg,data/scut/SCUT-FBP5500_v2/Images/AF631.jpg,3.4,1-5,female,asian,frontal,1
scut,AF1299.jpg,scut_AF1299.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1299.jpg,3.716667,1-5,female,asian,frontal,1
scut,AF1377.jpg,scut_AF1377.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1377.jpg,3.666667,1-5,female,asian,frontal,1
scut,AF1113.jpg,scut_AF1113.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1113.jpg,3.35,1-5,female,asian,frontal,1
scut,CF379.jpg,scut_CF379.jpg,data/scut/SCUT-FBP5500_v2/Images/CF379.jpg,3.5,1-5,female,caucasian,frontal,1
scut,AF59.jpg,scut_AF59.jpg,data/scut/SCUT-FBP5500_v2/Images/AF59.jpg,2.083333,1-5,female,asian,frontal,1
scut,CF578.jpg,scut_CF578.jpg,data/scut/SCUT-FBP5500_v2/Images/CF578.jpg,3.966667,1-5,female,caucasian,frontal,1
scut,CF411.jpg,scut_CF411.jpg,data/scut/SCUT-FBP5500_v2/Images/CF411.jpg,3.95,1-5,female,caucasian,frontal,1
scut,CM547.jpg,scut_CM547.jpg,data/scut/SCUT-FBP5500_v2/Images/CM547.jpg,2.75,1-5,male,caucasian,frontal,1
scut,AF666.jpg,scut_AF666.jpg,data/scut/SCUT-FBP5500_v2/Images/AF666.jpg,2.933333,1-5,female,asian,frontal,1
scut,CM92.jpg,scut_CM92.jpg,data/scut/SCUT-FBP5500_v2/Images/CM92.jpg,2.533333,1-5,male,caucasian,frontal,1
scut,AM1341.jpg,scut_AM1341.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1341.jpg,2.85,1-5,male,asian,frontal,1
scut,CM436.jpg,scut_CM436.jpg,data/scut/SCUT-FBP5500_v2/Images/CM436.jpg,3.35,1-5,male,caucasian,frontal,1
scut,CM352.jpg,scut_CM352.jpg,data/scut/SCUT-FBP5500_v2/Images/CM352.jpg,2.816667,1-5,male,caucasian,frontal,1
scut,AM1743.jpg,scut_AM1743.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1743.jpg,3.283333,1-5,male,asian,frontal,1
scut,CM189.jpg,scut_CM189.jpg,data/scut/SCUT-FBP5500_v2/Images/CM189.jpg,2.6,1-5,male,caucasian,frontal,1
scut,CF353.jpg,scut_CF353.jpg,data/scut/SCUT-FBP5500_v2/Images/CF353.jpg,3.133333,1-5,female,caucasian,frontal,1
scut,AM1200.jpg,scut_AM1200.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1200.jpg,2.783333,1-5,male,asian,frontal,1
scut,AM1417.jpg,scut_AM1417.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1417.jpg,2.4,1-5,male,asian,frontal,1
scut,AM1300.jpg,scut_AM1300.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1300.jpg,2.3,1-5,male,asian,frontal,1
scut,CF608.jpg,scut_CF608.jpg,data/scut/SCUT-FBP5500_v2/Images/CF608.jpg,2.283333,1-5,female,caucasian,frontal,1
scut,AF1023.jpg,scut_AF1023.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1023.jpg,3.4,1-5,female,asian,frontal,1
scut,AM396.jpg,scut_AM396.jpg,data/scut/SCUT-FBP5500_v2/Images/AM396.jpg,2.583333,1-5,male,asian,frontal,1
scut,CF19.jpg,scut_CF19.jpg,data/scut/SCUT-FBP5500_v2/Images/CF19.jpg,3.933333,1-5,female,caucasian,frontal,1
scut,AM1314.jpg,scut_AM1314.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1314.jpg,2.6,1-5,male,asian,frontal,1
scut,CM323.jpg,scut_CM323.jpg,data/scut/SCUT-FBP5500_v2/Images/CM323.jpg,1.866667,1-5,male,caucasian,frontal,1
scut,CF378.jpg,scut_CF378.jpg,data/scut/SCUT-FBP5500_v2/Images/CF378.jpg,2.15,1-5,female,caucasian,frontal,1
scut,AF892.jpg,scut_AF892.jpg,data/scut/SCUT-FBP5500_v2/Images/AF892.jpg,3.8,1-5,female,asian,frontal,1
scut,CF623.jpg,scut_CF623.jpg,data/scut/SCUT-FBP5500_v2/Images/CF623.jpg,4.266667,1-5,female,caucasian,frontal,1
scut,AM75.jpg,scut_AM75.jpg,data/scut/SCUT-FBP5500_v2/Images/AM75.jpg,3.866667,1-5,male,asian,frontal,1
scut,AF337.jpg,scut_AF337.jpg,data/scut/SCUT-FBP5500_v2/Images/AF337.jpg,2.133333,1-5,female,asian,frontal,1
scut,AF966.jpg,scut_AF966.jpg,data/scut/SCUT-FBP5500_v2/Images/AF966.jpg,3.033333,1-5,female,asian,frontal,1
scut,AM533.jpg,scut_AM533.jpg,data/scut/SCUT-FBP5500_v2/Images/AM533.jpg,2.9,1-5,male,asian,frontal,1
scut,CF328.jpg,scut_CF328.jpg,data/scut/SCUT-FBP5500_v2/Images/CF328.jpg,2.916667,1-5,female,caucasian,frontal,1
scut,CM262.jpg,scut_CM262.jpg,data/scut/SCUT-FBP5500_v2/Images/CM262.jpg,3.083333,1-5,male,caucasian,frontal,1
scut,CM272.jpg,scut_CM272.jpg,data/scut/SCUT-FBP5500_v2/Images/CM272.jpg,3.2,1-5,male,caucasian,frontal,1
scut,CM77.jpg,scut_CM77.jpg,data/scut/SCUT-FBP5500_v2/Images/CM77.jpg,4.366667,1-5,male,caucasian,frontal,1
scut,CM563.jpg,scut_CM563.jpg,data/scut/SCUT-FBP5500_v2/Images/CM563.jpg,2.9,1-5,male,caucasian,frontal,1
scut,CF333.jpg,scut_CF333.jpg,data/scut/SCUT-FBP5500_v2/Images/CF333.jpg,2.4,1-5,female,caucasian,frontal,1
scut,AF32.jpg,scut_AF32.jpg,data/scut/SCUT-FBP5500_v2/Images/AF32.jpg,3.15,1-5,female,asian,frontal,1
scut,AM267.jpg,scut_AM267.jpg,data/scut/SCUT-FBP5500_v2/Images/AM267.jpg,4.033333,1-5,male,asian,frontal,1
scut,AF438.jpg,scut_AF438.jpg,data/scut/SCUT-FBP5500_v2/Images/AF438.jpg,2.7,1-5,female,asian,frontal,1
scut,AF1347.jpg,scut_AF1347.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1347.jpg,3.383333,1-5,female,asian,frontal,1
scut,AF1790.jpg,scut_AF1790.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1790.jpg,2.033333,1-5,female,asian,frontal,1
scut,AM1179.jpg,scut_AM1179.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1179.jpg,2.733333,1-5,male,asian,frontal,1
scut,CM593.jpg,scut_CM593.jpg,data/scut/SCUT-FBP5500_v2/Images/CM593.jpg,3.2,1-5,male,caucasian,frontal,1
scut,AF290.jpg,scut_AF290.jpg,data/scut/SCUT-FBP5500_v2/Images/AF290.jpg,2.466667,1-5,female,asian,frontal,1
scut,AF1021.jpg,scut_AF1021.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1021.jpg,2.933333,1-5,female,asian,frontal,1
scut,AM1182.jpg,scut_AM1182.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1182.jpg,2.183333,1-5,male,asian,frontal,1
scut,AM1303.jpg,scut_AM1303.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1303.jpg,2.15,1-5,male,asian,frontal,1
scut,AM596.jpg,scut_AM596.jpg,data/scut/SCUT-FBP5500_v2/Images/AM596.jpg,2.7,1-5,male,asian,frontal,1
scut,AM235.jpg,scut_AM235.jpg,data/scut/SCUT-FBP5500_v2/Images/AM235.jpg,2.333333,1-5,male,asian,frontal,1
scut,CM152.jpg,scut_CM152.jpg,data/scut/SCUT-FBP5500_v2/Images/CM152.jpg,1.816667,1-5,male,caucasian,frontal,1
scut,CM211.jpg,scut_CM211.jpg,data/scut/SCUT-FBP5500_v2/Images/CM211.jpg,2.733333,1-5,male,caucasian,frontal,1
scut,CM265.jpg,scut_CM265.jpg,data/scut/SCUT-FBP5500_v2/Images/CM265.jpg,2.583333,1-5,male,caucasian,frontal,1
scut,AM825.jpg,scut_AM825.jpg,data/scut/SCUT-FBP5500_v2/Images/AM825.jpg,2.816667,1-5,male,asian,frontal,1
scut,CF616.jpg,scut_CF616.jpg,data/scut/SCUT-FBP5500_v2/Images/CF616.jpg,3.933333,1-5,female,caucasian,frontal,1
scut,AF900.jpg,scut_AF900.jpg,data/scut/SCUT-FBP5500_v2/Images/AF900.jpg,2.9,1-5,female,asian,frontal,1
scut,AM676.jpg,scut_AM676.jpg,data/scut/SCUT-FBP5500_v2/Images/AM676.jpg,2.8,1-5,male,asian,frontal,1
scut,AM895.jpg,scut_AM895.jpg,data/scut/SCUT-FBP5500_v2/Images/AM895.jpg,2.616667,1-5,male,asian,frontal,1
scut,AM1392.jpg,scut_AM1392.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1392.jpg,2.433333,1-5,male,asian,frontal,1
scut,AF299.jpg,scut_AF299.jpg,data/scut/SCUT-FBP5500_v2/Images/AF299.jpg,2.25,1-5,female,asian,frontal,1
scut,AF519.jpg,scut_AF519.jpg,data/scut/SCUT-FBP5500_v2/Images/AF519.jpg,2.783333,1-5,female,asian,frontal,1
scut,CF666.jpg,scut_CF666.jpg,data/scut/SCUT-FBP5500_v2/Images/CF666.jpg,4.333333,1-5,female,caucasian,frontal,1
scut,AM1786.jpg,scut_AM1786.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1786.jpg,3.85,1-5,male,asian,frontal,1
scut,AM1033.jpg,scut_AM1033.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1033.jpg,2.0,1-5,male,asian,frontal,1
scut,CM167.jpg,scut_CM167.jpg,data/scut/SCUT-FBP5500_v2/Images/CM167.jpg,2.7,1-5,male,caucasian,frontal,1
scut,AM1938.jpg,scut_AM1938.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1938.jpg,3.883333,1-5,male,asian,frontal,1
scut,CF691.jpg,scut_CF691.jpg,data/scut/SCUT-FBP5500_v2/Images/CF691.jpg,3.45,1-5,female,caucasian,frontal,1
scut,CM190.jpg,scut_CM190.jpg,data/scut/SCUT-FBP5500_v2/Images/CM190.jpg,2.25,1-5,male,caucasian,frontal,1
scut,AF1879.jpg,scut_AF1879.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1879.jpg,3.8,1-5,female,asian,frontal,1
scut,CM717.jpg,scut_CM717.jpg,data/scut/SCUT-FBP5500_v2/Images/CM717.jpg,4.033333,1-5,male,caucasian,frontal,1
scut,AM663.jpg,scut_AM663.jpg,data/scut/SCUT-FBP5500_v2/Images/AM663.jpg,2.666667,1-5,male,asian,frontal,1
scut,AM570.jpg,scut_AM570.jpg,data/scut/SCUT-FBP5500_v2/Images/AM570.jpg,2.216667,1-5,male,asian,frontal,1
scut,AF1550.jpg,scut_AF1550.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1550.jpg,3.383333,1-5,female,asian,frontal,1
scut,AF216.jpg,scut_AF216.jpg,data/scut/SCUT-FBP5500_v2/Images/AF216.jpg,2.666667,1-5,female,asian,frontal,1
scut,AF144.jpg,scut_AF144.jpg,data/scut/SCUT-FBP5500_v2/Images/AF144.jpg,2.016667,1-5,female,asian,frontal,1
scut,CM98.jpg,scut_CM98.jpg,data/scut/SCUT-FBP5500_v2/Images/CM98.jpg,2.4,1-5,male,caucasian,frontal,1
scut,AF909.jpg,scut_AF909.jpg,data/scut/SCUT-FBP5500_v2/Images/AF909.jpg,3.5,1-5,female,asian,frontal,1
scut,AM1466.jpg,scut_AM1466.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1466.jpg,4.016667,1-5,male,asian,frontal,1
scut,CM496.jpg,scut_CM496.jpg,data/scut/SCUT-FBP5500_v2/Images/CM496.jpg,2.616667,1-5,male,caucasian,frontal,1
scut,CF472.jpg,scut_CF472.jpg,data/scut/SCUT-FBP5500_v2/Images/CF472.jpg,2.516667,1-5,female,caucasian,frontal,1
scut,AF321.jpg,scut_AF321.jpg,data/scut/SCUT-FBP5500_v2/Images/AF321.jpg,2.416667,1-5,female,asian,frontal,1
scut,AM1114.jpg,scut_AM1114.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1114.jpg,3.316667,1-5,male,asian,frontal,1
scut,AF1741.jpg,scut_AF1741.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1741.jpg,3.883333,1-5,female,asian,frontal,1
scut,AF890.jpg,scut_AF890.jpg,data/scut/SCUT-FBP5500_v2/Images/AF890.jpg,3.3,1-5,female,asian,frontal,1
scut,AF161.jpg,scut_AF161.jpg,data/scut/SCUT-FBP5500_v2/Images/AF161.jpg,1.95,1-5,female,asian,frontal,1
scut,AF1209.jpg,scut_AF1209.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1209.jpg,3.266667,1-5,female,asian,frontal,1
scut,AF1877.jpg,scut_AF1877.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1877.jpg,4.05,1-5,female,asian,frontal,1
scut,AM1906.jpg,scut_AM1906.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1906.jpg,3.066667,1-5,male,asian,frontal,1
scut,AM1847.jpg,scut_AM1847.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1847.jpg,3.7,1-5,male,asian,frontal,1
scut,AM1472.jpg,scut_AM1472.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1472.jpg,1.716667,1-5,male,asian,frontal,1
scut,AM1609.jpg,scut_AM1609.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1609.jpg,3.65,1-5,male,asian,frontal,1
scut,AF159.jpg,scut_AF159.jpg,data/scut/SCUT-FBP5500_v2/Images/AF159.jpg,2.783333,1-5,female,asian,frontal,1
scut,AM1201.jpg,scut_AM1201.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1201.jpg,2.15,1-5,male,asian,frontal,1
scut,CF308.jpg,scut_CF308.jpg,data/scut/SCUT-FBP5500_v2/Images/CF308.jpg,2.466667,1-5,female,caucasian,frontal,1
scut,AM1974.jpg,scut_AM1974.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1974.jpg,3.616667,1-5,male,asian,frontal,1
scut,CF640.jpg,scut_CF640.jpg,data/scut/SCUT-FBP5500_v2/Images/CF640.jpg,4.65,1-5,female,caucasian,frontal,1
scut,AM840.jpg,scut_AM840.jpg,data/scut/SCUT-FBP5500_v2/Images/AM840.jpg,3.0,1-5,male,asian,frontal,1
scut,CF166.jpg,scut_CF166.jpg,data/scut/SCUT-FBP5500_v2/Images/CF166.jpg,2.433333,1-5,female,caucasian,frontal,1
scut,AF984.jpg,scut_AF984.jpg,data/scut/SCUT-FBP5500_v2/Images/AF984.jpg,3.716667,1-5,female,asian,frontal,1
scut,AM1403.jpg,scut_AM1403.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1403.jpg,2.816667,1-5,male,asian,frontal,1
scut,AF1057.jpg,scut_AF1057.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1057.jpg,3.15,1-5,female,asian,frontal,1
scut,CM428.jpg,scut_CM428.jpg,data/scut/SCUT-FBP5500_v2/Images/CM428.jpg,2.966667,1-5,male,caucasian,frontal,1
scut,AM358.jpg,scut_AM358.jpg,data/scut/SCUT-FBP5500_v2/Images/AM358.jpg,2.5,1-5,male,asian,frontal,1
scut,AM454.jpg,scut_AM454.jpg,data/scut/SCUT-FBP5500_v2/Images/AM454.jpg,2.4,1-5,male,asian,frontal,1
scut,AM970.jpg,scut_AM970.jpg,data/scut/SCUT-FBP5500_v2/Images/AM970.jpg,2.9,1-5,male,asian,frontal,1
scut,CM639.jpg,scut_CM639.jpg,data/scut/SCUT-FBP5500_v2/Images/CM639.jpg,4.183333,1-5,male,caucasian,frontal,1
scut,CM549.jpg,scut_CM549.jpg,data/scut/SCUT-FBP5500_v2/Images/CM549.jpg,2.833333,1-5,male,caucasian,frontal,1
scut,AM164.jpg,scut_AM164.jpg,data/scut/SCUT-FBP5500_v2/Images/AM164.jpg,2.0,1-5,male,asian,frontal,1
scut,AM520.jpg,scut_AM520.jpg,data/scut/SCUT-FBP5500_v2/Images/AM520.jpg,2.75,1-5,male,asian,frontal,1
scut,AF1572.jpg,scut_AF1572.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1572.jpg,4.3,1-5,female,asian,frontal,1
scut,AF1773.jpg,scut_AF1773.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1773.jpg,2.566667,1-5,female,asian,frontal,1
scut,AM1765.jpg,scut_AM1765.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1765.jpg,4.3,1-5,male,asian,frontal,1
scut,AM132.jpg,scut_AM132.jpg,data/scut/SCUT-FBP5500_v2/Images/AM132.jpg,2.65,1-5,male,asian,frontal,1
scut,CF502.jpg,scut_CF502.jpg,data/scut/SCUT-FBP5500_v2/Images/CF502.jpg,2.816667,1-5,female,caucasian,frontal,1
scut,AF955.jpg,scut_AF955.jpg,data/scut/SCUT-FBP5500_v2/Images/AF955.jpg,4.0,1-5,female,asian,frontal,1
scut,AF253.jpg,scut_AF253.jpg,data/scut/SCUT-FBP5500_v2/Images/AF253.jpg,2.7,1-5,female,asian,frontal,1
scut,AF1590.jpg,scut_AF1590.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1590.jpg,1.066667,1-5,female,asian,frontal,1
scut,AF185.jpg,scut_AF185.jpg,data/scut/SCUT-FBP5500_v2/Images/AF185.jpg,2.15,1-5,female,asian,frontal,1
scut,AF945.jpg,scut_AF945.jpg,data/scut/SCUT-FBP5500_v2/Images/AF945.jpg,3.2,1-5,female,asian,frontal,1
scut,AM83.jpg,scut_AM83.jpg,data/scut/SCUT-FBP5500_v2/Images/AM83.jpg,3.1,1-5,male,asian,frontal,1
scut,AM1596.jpg,scut_AM1596.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1596.jpg,3.933333,1-5,male,asian,frontal,1
scut,AM408.jpg,scut_AM408.jpg,data/scut/SCUT-FBP5500_v2/Images/AM408.jpg,2.3,1-5,male,asian,frontal,1
scut,AM292.jpg,scut_AM292.jpg,data/scut/SCUT-FBP5500_v2/Images/AM292.jpg,2.55,1-5,male,asian,frontal,1
scut,CM212.jpg,scut_CM212.jpg,data/scut/SCUT-FBP5500_v2/Images/CM212.jpg,2.466667,1-5,male,caucasian,frontal,1
scut,AF721.jpg,scut_AF721.jpg,data/scut/SCUT-FBP5500_v2/Images/AF721.jpg,2.6,1-5,female,asian,frontal,1
scut,CM433.jpg,scut_CM433.jpg,data/scut/SCUT-FBP5500_v2/Images/CM433.jpg,2.733333,1-5,male,caucasian,frontal,1
scut,AM1928.jpg,scut_AM1928.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1928.jpg,3.416667,1-5,male,asian,frontal,1
scut,AM1795.jpg,scut_AM1795.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1795.jpg,4.483333,1-5,male,asian,frontal,1
scut,AM1824.jpg,scut_AM1824.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1824.jpg,2.85,1-5,male,asian,frontal,1
scut,AM341.jpg,scut_AM341.jpg,data/scut/SCUT-FBP5500_v2/Images/AM341.jpg,2.25,1-5,male,asian,frontal,1
scut,CF52.jpg,scut_CF52.jpg,data/scut/SCUT-FBP5500_v2/Images/CF52.jpg,2.516667,1-5,female,caucasian,frontal,1
scut,AM1922.jpg,scut_AM1922.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1922.jpg,2.366667,1-5,male,asian,frontal,1
scut,AF1468.jpg,scut_AF1468.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1468.jpg,4.383333,1-5,female,asian,frontal,1
scut,AM1909.jpg,scut_AM1909.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1909.jpg,2.733333,1-5,male,asian,frontal,1
scut,AM733.jpg,scut_AM733.jpg,data/scut/SCUT-FBP5500_v2/Images/AM733.jpg,2.833333,1-5,male,asian,frontal,1
scut,AF1632.jpg,scut_AF1632.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1632.jpg,3.433333,1-5,female,asian,frontal,1
scut,AF344.jpg,scut_AF344.jpg,data/scut/SCUT-FBP5500_v2/Images/AF344.jpg,2.533333,1-5,female,asian,frontal,1
scut,AM1166.jpg,scut_AM1166.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1166.jpg,2.433333,1-5,male,asian,frontal,1
scut,AF1247.jpg,scut_AF1247.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1247.jpg,3.85,1-5,female,asian,frontal,1
scut,AM1933.jpg,scut_AM1933.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1933.jpg,3.95,1-5,male,asian,frontal,1
scut,CM638.jpg,scut_CM638.jpg,data/scut/SCUT-FBP5500_v2/Images/CM638.jpg,4.333333,1-5,male,caucasian,frontal,1
scut,CF72.jpg,scut_CF72.jpg,data/scut/SCUT-FBP5500_v2/Images/CF72.jpg,2.416667,1-5,female,caucasian,frontal,1
scut,AM820.jpg,scut_AM820.jpg,data/scut/SCUT-FBP5500_v2/Images/AM820.jpg,2.85,1-5,male,asian,frontal,1
scut,CM314.jpg,scut_CM314.jpg,data/scut/SCUT-FBP5500_v2/Images/CM314.jpg,2.6,1-5,male,caucasian,frontal,1
scut,AM1344.jpg,scut_AM1344.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1344.jpg,2.7,1-5,male,asian,frontal,1
scut,AM512.jpg,scut_AM512.jpg,data/scut/SCUT-FBP5500_v2/Images/AM512.jpg,2.333333,1-5,male,asian,frontal,1
scut,CM42.jpg,scut_CM42.jpg,data/scut/SCUT-FBP5500_v2/Images/CM42.jpg,4.483333,1-5,male,caucasian,frontal,1
scut,AF1867.jpg,scut_AF1867.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1867.jpg,4.016667,1-5,female,asian,frontal,1
scut,AM441.jpg,scut_AM441.jpg,data/scut/SCUT-FBP5500_v2/Images/AM441.jpg,2.066667,1-5,male,asian,frontal,1
scut,CF438.jpg,scut_CF438.jpg,data/scut/SCUT-FBP5500_v2/Images/CF438.jpg,2.216667,1-5,female,caucasian,frontal,1
scut,CM306.jpg,scut_CM306.jpg,data/scut/SCUT-FBP5500_v2/Images/CM306.jpg,4.266667,1-5,male,caucasian,frontal,1
scut,AF678.jpg,scut_AF678.jpg,data/scut/SCUT-FBP5500_v2/Images/AF678.jpg,3.833333,1-5,female,asian,frontal,1
scut,AF895.jpg,scut_AF895.jpg,data/scut/SCUT-FBP5500_v2/Images/AF895.jpg,3.516667,1-5,female,asian,frontal,1
scut,AF1865.jpg,scut_AF1865.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1865.jpg,3.216667,1-5,female,asian,frontal,1
scut,AM1102.jpg,scut_AM1102.jpg,data/scut/SCUT-FBP5500_v2/Images/AM1102.jpg,2.433333,1-5,male,asian,frontal,1
scut,CF745.jpg,scut_CF745.jpg,data/scut/SCUT-FBP5500_v2/Images/CF745.jpg,3.45,1-5,female,caucasian,frontal,1
scut,CM101.jpg,scut_CM101.jpg,data/scut/SCUT-FBP5500_v2/Images/CM101.jpg,4.283333,1-5,male,caucasian,frontal,1
scut,AF832.jpg,scut_AF832.jpg,data/scut/SCUT-FBP5500_v2/Images/AF832.jpg,2.966667,1-5,female,asian,frontal,1
scut,AF1392.jpg,scut_AF1392.jpg,data/scut/SCUT-FBP5500_v2/Images/AF1392.jpg,4.033333,1-5,female,asian,frontal,1
scut,CM518.jpg,scut_CM518.jpg,data/scut/SCUT-FBP5500_v2/Images/CM518.jpg,2.766667,1-5,male,caucasian,frontal,1
