dataset,image_id,det_score,yaw,pitch,roll,ok,reason
scut,AF355.jpg,0.7324825525283813,3.5152724,-3.0353541,1.2258471,1,
scut,AF1476.jpg,0.31679534912109375,16.18727,-17.991564,-2.1315029,1,
scut,CF662.jpg,0.7460909485816956,4.863123,-16.163195,-1.0322764,1,
scut,AF1866.jpg,0.8706710338592529,1.6352651,-9.295627,-1.5476488,1,
scut,AM1275.jpg,0.7631790637969971,2.95317,-11.39956,3.2540674,1,
scut,CF511.jpg,0.8726813197135925,11.320707,-8.322939,0.29931477,1,
scut,AM1294.jpg,0.6266200542449951,1.0726538,-6.918014,1.5841525,1,
scut,CM80.jpg,0.8578706383705139,2.2408144,-6.2689743,1.8560627,1,
scut,AM1949.jpg,0.7667303085327148,-0.40353814,-7.9608564,-1.0638659,1,
scut,CF74.jpg,0.8673399686813354,2.2289455,-1.7840999,-5.6707635,1,
scut,CF468.jpg,0.8472040891647339,-3.614334,-7.0541773,-5.559026,1,
scut,AF536.jpg,0.6141051054000854,-0.22743033,-12.075387,-0.86357826,1,
scut,AF583.jpg,0.6299388408660889,3.5289474,-4.681926,3.9797525,1,
scut,AF1381.jpg,0.8761035203933716,2.3071747,-22.40826,6.196169,1,
scut,AF1809.jpg,0.7620011568069458,-0.6031202,-8.618398,3.6820946,1,
scut,AM1225.jpg,0.8214022517204285,0.9511409,-10.106454,1.9094012,1,
scut,CM655.jpg,0.8971235752105713,4.547171,-1.0802841,0.69508547,1,
scut,AM794.jpg,0.8358258605003357,2.4555812,-3.2166677,1.7862695,1,
scut,AM1536.jpg,0.6362677812576294,1.1608804,-5.1197934,-0.5228027,1,
scut,AF928.jpg,0.7263988852500916,13.782834,-16.072206,2.4894297,1,
scut,CM30.jpg,0.6614090204238892,5.3430023,-8.224996,1.455635,1,
scut,CM418.jpg,0.8089800477027893,4.7264605,-2.898078,4.2365055,1,
scut,AM1859.jpg,0.7884830236434937,-0.5478682,-10.08877,0.102471896,1,
scut,AM1018.jpg,0.6514131426811218,0.5946202,-6.5900865,-0.7581259,1,
scut,AM212.jpg,0.6277716755867004,3.2587247,-1.1843112,5.639543,1,
scut,AM278.jpg,0.5890460014343262,0.23559323,-3.6942902,3.0790591,1,
scut,AF274.jpg,0.7319852709770203,0.548506,-10.407762,1.3532053,1,
scut,AM571.jpg,0.8217889666557312,-0.14186095,-11.628233,3.8930433,1,
scut,CF87.jpg,0.8628084659576416,1.1053172,-3.6495514,-3.3225362,1,
scut,AF950.jpg,0.5989559292793274,1.1712515,-9.975779,1.8678106,1,
scut,AF1847.jpg,0.8332095742225647,1.1796051,-13.916682,1.4058951,1,
scut,AM471.jpg,0.6145921349525452,0.7301358,2.849371,0.37957317,1,
scut,AF1870.jpg,0.7582017779350281,2.5319655,-11.320672,0.954694,1,
scut,CM451.jpg,0.8438747525215149,-4.5779963,2.7087092,-3.2500887,1,
scut,AF1303.jpg,0.8901081681251526,-1.5071219,-6.318597,0.64805317,1,
scut,AM1126.jpg,0.7823315262794495,0.5094495,-5.5911016,3.1438377,1,
scut,AF33.jpg,0.7497485876083374,-0.40321612,-5.1564555,1.4384681,1,
scut,AM1056.jpg,0.630050003528595,-1.7245663,-5.594364,1.610921,1,
scut,CF723.jpg,0.8049554824829102,-4.3855405,-12.195934,-5.8958097,1,
scut,AM587.jpg,0.6630023717880249,-0.6226719,-4.1699653,1.6035124,1,
scut,AM1078.jpg,0.8906096816062927,-7.529772,-10.270791,0.06303591,1,
scut,AM613.jpg,0.7556615471839905,-1.4757874,-6.1957774,0.35940582,1,
scut,AM1440.jpg,0.43831104040145874,5.6569157,4.2556987,-0.033393126,1,
scut,CF92.jpg,0.8800551295280457,-2.4279146,-2.7335432,4.182018,1,
scut,AF731.jpg,0.8499562740325928,3.000853,-17.7435,-0.87089294,1,
scut,AM1164.jpg,0.7348600029945374,2.6135216,-7.3897495,0.28818265,1,
scut,AM629.jpg,0.8007907271385193,0.89997375,-2.259472,1.6017535,1,
scut,AF165.jpg,0.40740376710891724,2.4364111,-11.781326,-2.9009802,1,
scut,AM1912.jpg,0.7236613035202026,-0.39411765,-4.653116,1.7604424,1,
scut,AM1022.jpg,0.8516972661018372,-2.990286,-2.3271625,1.1682743,1,
scut,AM697.jpg,0.8374165892601013,1.3693242,-10.608384,-0.053757817,1,
scut,AM999.jpg,0.6209383606910706,0.8652082,-5.8976536,-0.56533146,1,
scut,AF1608.jpg,0.7235796451568604,10.422352,-15.6611,2.2522373,1,
scut,CF242.jpg,0.8883175253868103,-14.120312,-5.002904,-7.5981865,1,
scut,AF1735.jpg,0.6182880997657776,4.2475452,-10.8507805,0.52435213,1,
scut,AM1507.jpg,0.5255608558654785,-0.7132219,-3.0417936,0.21164112,1,
scut,AF645.jpg,0.8461732864379883,0.7402958,-4.9507174,0.38693684,1,
scut,AF800.jpg,0.6832169890403748,3.4107623,0.2005542,-0.22395454,1,
scut,CF295.jpg,0.8730534911155701,-2.2818158,-11.273337,-13.465153,1,
scut,AF853.jpg,0.7179696559906006,2.9897008,-13.967883,1.2660266,1,
scut,AF1919.jpg,0.8845959305763245,-4.785102,-20.83146,0.7233157,1,
scut,AM527.jpg,0.8153111934661865,0.6411384,-13.669222,0.119766235,1,
scut,AM1637.jpg,0.7978935241699219,-0.5761674,-7.1688676,0.35877502,1,
scut,CM209.jpg,0.8321404457092285,-9.47945,-7.860375,3.2313874,1,
scut,AF907.jpg,0.3088223934173584,-2.7311769,-19.210451,-5.749487,1,
scut,AM1122.jpg,0.7377275228500366,-0.2859752,0.8077939,2.2690597,1,
scut,AM1092.jpg,0.6949536800384521,1.9996492,-7.812192,1.7397997,1,
scut,AF1302.jpg,0.8834495544433594,-1.8302832,-9.8310375,-1.4753374,1,
scut,CM124.jpg,0.8779965043067932,0.24641877,-1.3013113,4.6535034,1,
scut,AF605.jpg,0.8125526309013367,-4.8351655,-8.322702,-1.0445213,1,
scut,AF1078.jpg,0.5939058065414429,2.58331,-13.903902,-0.2581834,1,
scut,AM633.jpg,0.34338122606277466,-9.805637,-9.791639,-5.157198,1,
scut,AF1665.jpg,0.8985739946365356,10.026293,-12.588087,-3.0581286,1,
scut,AF1739.jpg,0.7759017944335938,0.7616721,-8.576737,3.8399246,1,
scut,AF1405.jpg,0.5238022208213806,-7.298977,-13.831605,1.0000894,1,
scut,AM668.jpg,0.8644281625747681,2.7129867,-5.7645607,-0.7967639,1,
scut,AF1132.jpg,0.7456253170967102,2.8175094,-15.345383,2.8916142,1,
scut,CM234.jpg,0.8128746747970581,7.437394,-8.791033,7.87028,1,
scut,AM592.jpg,0.8310182094573975,1.7728612,-8.714451,0.6086903,1,
scut,CF539.jpg,0.862855076789856,3.9940362,-1.9709787,-1.5200937,1,
scut,CM382.jpg,0.8783841133117676,-8.441756,-4.8803782,-0.5368185,1,
scut,AM1219.jpg,0.8983573913574219,1.7131338,-4.17298,-0.4444335,1,
scut,AM982.jpg,0.6384093165397644,2.2241793,-9.691284,-3.01511,1,
scut,AF1745.jpg,0.8648324012756348,14.988032,-15.252578,1.8040938,1,
scut,AM1143.jpg,0.6537584066390991,0.22618994,-6.80247,0.3310655,1,
scut,AM407.jpg,0.5018095374107361,-1.7074574,-9.329248,-0.006070103,1,
scut,CM359.jpg,0.8816795945167542,9.938653,-2.5206525,3.6877916,1,
scut,AF782.jpg,0.4668090343475342,0.12860617,-11.754383,1.8448471,1,
scut,AF1410.jpg,0.323799192905426,12.22776,-13.995789,3.3418024,1,
scut,AM736.jpg,0.8421915769577026,0.29326773,-9.57348,0.051120985,1,
scut,CM474.jpg,0.8763858079910278,-3.1198068,-1.8245744,-0.8932324,1,
scut,AM40.jpg,0.858391523361206,-1.6547309,-9.617353,1.1328343,1,
scut,AM1463.jpg,0.7932323813438416,1.0022644,-5.3216834,0.511566,1,
scut,CM222.jpg,0.8579991459846497,8.032943,-8.336277,0.90379095,1,
scut,AM1137.jpg,0.5411768555641174,2.670917,-5.2065697,0.5041069,1,
scut,AF841.jpg,0.7963064908981323,0.82950854,-8.36425,1.0017103,1,
scut,AM1206.jpg,0.3404310345649719,0.6830113,-5.7138124,1.4886243,1,
scut,CF506.jpg,0.8617210388183594,-25.889877,-8.654753,-3.471838,1,
scut,AM1086.jpg,0.5509191155433655,2.247117,-9.120036,0.8647764,1,
scut,AM606.jpg,0.5255980491638184,0.9022084,-7.3469334,2.1191409,1,
scut,AF493.jpg,0.7893580198287964,2.3543746,-7.960874,-0.022124736,1,
scut,AF1762.jpg,0.88593590259552,6.477548,-3.8304548,0.6897407,1,
scut,AF1101.jpg,0.8978793025016785,9.96017,-8.577078,2.0824163,1,
scut,AF62.jpg,0.7632829546928406,2.5426116,-11.324772,-0.5332187,1,
scut,AM10.jpg,0.8288864493370056,1.0154473,1.5753285,0.28111959,1,
scut,AF484.jpg,0.6452986001968384,-0.5101494,-11.144051,-1.3276653,1,
scut,AM1461.jpg,0.8760535717010498,10.873068,-8.873289,16.292107,1,
scut,AF487.jpg,0.6829622983932495,3.0343573,-13.239451,1.3581587,1,
scut,AF885.jpg,0.8737316131591797,4.6702766,-15.282906,2.5055754,1,
scut,AM716.jpg,0.8142589330673218,1.1120205,-7.8022037,1.4951882,1,
scut,CM713.jpg,0.7086496949195862,3.082043,-6.928068,-3.6987667,1,
scut,CF682.jpg,0.8284732103347778,7.0710826,-11.65765,6.830468,1,
scut,AM844.jpg,0.8087151050567627,5.3973727,-9.48033,0.67693466,1,
scut,CF326.jpg,0.8871843814849854,10.977342,-18.077402,3.5254707,1,
scut,CF175.jpg,0.8661563396453857,3.7251847,-3.4342446,5.178701,1,
scut,AM1755.jpg,0.466813325881958,-0.8012588,-9.780438,0.79232305,1,
scut,AF1633.jpg,0.5984851121902466,0.08387544,1.2747713,0.7149946,1,
scut,CM405.jpg,0.8792803287506104,-4.222306,-18.956879,2.06151,1,
scut,AF1457.jpg,0.8861368298530579,4.6750703,-18.064415,8.060348,1,
scut,AM306.jpg,0.7843906283378601,-0.19662525,-11.966516,1.1187476,1,
scut,AM1514.jpg,0.8258616328239441,-1.3972952,1.6743567,1.1096582,1,
scut,AF1453.jpg,0.8202032446861267,-0.58822685,-0.8933015,-5.5893664,1,
scut,AF1195.jpg,0.7194076180458069,9.308372,-11.33516,2.497233,1,
scut,CM520.jpg,0.8837795257568359,3.0333755,-1.640194,3.1557379,1,
scut,CF86.jpg,0.8518880605697632,-15.435665,-6.395689,-6.1674075,1,
scut,CM331.jpg,0.8672216534614563,-12.798484,-6.592847,-6.159112,1,
scut,AM1227.jpg,0.7921292781829834,0.86885244,-8.171471,1.2572826,1,
scut,AM1592.jpg,0.8165031671524048,8.381695,-15.354913,1.4041424,1,
scut,AF406.jpg,0.37434476613998413,6.621522,-7.6300354,0.3127425,1,
scut,AF1473.jpg,0.7627450227737427,2.6700456,-6.9135466,0.98520577,1,
scut,CM103.jpg,0.8491796255111694,16.731773,-8.079037,-4.3508625,1,
scut,AM88.jpg,0.5875400900840759,9.858005,-10.621954,1.5585741,1,
scut,AM1673.jpg,0.5116700530052185,-4.4595203,-15.307991,3.5131192,1,
scut,CF591.jpg,0.8751797080039978,2.8804364,-18.131811,9.838513,1,
scut,AF96.jpg,0.7888621091842651,4.6364646,-5.503197,-0.2853821,1,
scut,AM1864.jpg,0.8551250100135803,1.6392045,-12.352951,0.68342435,1,
scut,AM1426.jpg,0.611182689666748,2.5350652,-7.671618,1.1214153,1,
scut,AM742.jpg,0.7850673794746399,2.1914756,-8.936229,0.8855365,1,
scut,AM29.jpg,0.5737812519073486,0.989328,-10.396483,-0.688877,1,
scut,AF1166.jpg,0.7474599480628967,1.6396476,-12.015239,-0.8250201,1,
scut,AF1279.jpg,0.8168201446533203,8.206345,-11.927343,-2.5207355,1,
scut,CM37.jpg,0.8568894863128662,-15.281004,-7.7507854,-12.222702,1,
scut,AM836.jpg,0.7706271409988403,2.9894164,-5.2698746,-1.316231,1,
scut,AM508.jpg,0.811648964881897,0.3508116,-13.772242,1.4603399,1,
scut,AM1994.jpg,0.7714847326278687,-7.770875,-14.291209,-0.12109958,1,
scut,AF343.jpg,0.5776585340499878,1.1174532,-4.7712955,0.29211503,1,
scut,AM1726.jpg,0.8970416784286499,0.7426715,-8.275933,0.496435,1,
scut,AF713.jpg,0.806392252445221,2.3508947,-7.449713,1.7818103,1,
scut,CM128.jpg,0.871349036693573,2.5364072,-2.62712,3.8506546,1,
scut,AF1564.jpg,0.7583387494087219,2.1015868,-11.573064,1.5525656,1,
scut,AF1105.jpg,0.8701448440551758,3.6225424,-12.002192,-0.4485453,1,
scut,AF1546.jpg,0.895953357219696,-10.012476,-14.746766,-1.1175364,1,
scut,AM490.jpg,0.8134779930114746,2.783301,-12.38909,1.5676694,1,
scut,AF1581.jpg,0.34486550092697144,-6.731013,-10.165149,-0.5938814,1,
scut,AM1327.jpg,0.6858331561088562,1.6667624,-9.333527,1.3553643,1,
scut,AM1331.jpg,0.794657826423645,0.4944493,-6.8197074,2.857916,1,
scut,AM923.jpg,0.7610495686531067,2.013741,-15.465638,0.71489626,1,
scut,AM1595.jpg,0.8574681282043457,14.177117,-9.712827,1.7425033,1,
scut,CM625.jpg,0.8756686449050903,16.906586,-9.64771,7.431797,1,
scut,CM744.jpg,0.7946837544441223,-0.69332844,-11.929135,-0.38844705,1,
scut,AM399.jpg,0.46054506301879883,4.62125,-4.9204497,-0.37297153,1,
scut,AM460.jpg,0.8130016326904297,1.5308357,-1.3014776,1.2888042,1,
scut,CF644.jpg,0.40279626846313477,1.6390591,-4.2734594,3.6833997,1,
scut,CM722.jpg,0.6992189288139343,22.776823,-14.871692,3.637305,1,
scut,AF1613.jpg,0.8724170923233032,0.99210835,-14.952924,1.7488837,1,
scut,AF237.jpg,0.7107544541358948,13.5549965,-8.601322,10.076542,1,
scut,AF978.jpg,0.5520929098129272,3.1407983,-8.669782,2.5372715,1,
scut,AF886.jpg,0.3797655701637268,1.236213,-7.9620605,1.7872876,1,
scut,AM1034.jpg,0.7225019335746765,1.4766796,-3.1006527,3.3910058,1,
scut,AM628.jpg,0.5534295439720154,-1.6250004,-5.2962413,2.8796592,1,
scut,CF186.jpg,0.8498976826667786,9.371336,-0.46226063,4.8164687,1,
scut,AF1968.jpg,0.8933340907096863,0.7046574,-5.041434,2.3155928,1,
scut,AM1548.jpg,0.42210739850997925,-1.373265,-2.873087,0.8261145,1,
scut,AF287.jpg,0.8968404531478882,0.2866715,-6.574397,-1.1315974,1,
scut,CM310.jpg,0.8825286030769348,3.8353791,0.3977535,0.18164141,1,
scut,CF185.jpg,0.8267803192138672,19.246485,-2.9578688,6.7144966,1,
scut,AF559.jpg,0.7587413787841797,1.7448173,-9.877586,0.6408352,1,
scut,AF1383.jpg,0.3339967727661133,2.7779663,-11.693933,3.1021395,1,
scut,CF445.jpg,0.8827528357505798,-3.5875,-5.463042,-7.8181467,1,
scut,AM118.jpg,0.9077983498573303,0.61632544,-12.016848,0.31140012,1,
scut,AM165.jpg,0.6545793414115906,0.33342153,-8.384866,-0.1249769,1,
scut,AM858.jpg,0.6637111902236938,4.0483055,-8.2163315,-3.4848316,1,
scut,CM130.jpg,0.8898479342460632,7.220424,3.8460665,2.5418768,1,
scut,AF1890.jpg,0.8349593877792358,-1.0574331,-25.753233,-6.0836453,1,
scut,AF1336.jpg,0.33849096298217773,2.3943236,-9.19119,0.10653923,1,
scut,AM67.jpg,0.8347815275192261,0.7837004,-8.029372,0.33971187,1,
scut,AM48.jpg,0.41986578702926636,0.26259458,-11.060941,-0.53000855,1,
scut,AF1318.jpg,0.8731281161308289,0.44187826,-19.073263,1.4804729,1,
scut,CM372.jpg,0.8892097473144531,0.45685846,3.4069576,1.8255669,1,
scut,CF391.jpg,0.8524022102355957,15.966231,-5.59833,11.2129135,1,
scut,AM824.jpg,0.651621401309967,3.2306817,-7.0841103,-0.74921536,1,
scut,AF499.jpg,0.767044723033905,0.8502831,-9.717107,0.21651122,1,
scut,AF268.jpg,0.818168580532074,-1.8594383,-10.433387,1.7647508,1,
scut,CM489.jpg,0.870357096195221,-3.895648,-1.4785101,-0.28234944,1,
scut,CF701.jpg,0.880683958530426,4.4878154,-9.096474,0.7582707,1,
scut,CM387.jpg,0.8892373442649841,-0.36106753,-6.191484,-0.24182072,1,
scut,CF531.jpg,0.8460370302200317,-16.167295,-7.330204,-6.222401,1,
scut,AF868.jpg,0.6801499724388123,9.806834,-11.269308,0.0031417618,1,
scut,CF651.jpg,0.7796908617019653,4.8176374,-12.178261,1.5701268,1,
scut,AM1482.jpg,0.596001148223877,-2.0054312,-7.3763022,4.2549577,1,
scut,AM1287.jpg,0.9100764393806458,-0.008961736,-2.1186957,-1.4758602,1,
scut,AF407.jpg,0.8638395071029663,2.1280837,-7.972262,-0.068795055,1,
scut,CM478.jpg,0.868049144744873,7.1213555,-8.991253,-3.7489047,1,
scut,AM705.jpg,0.7851123809814453,-2.2914093,-6.521782,-0.42137086,1,
scut,AF1862.jpg,0.5048312544822693,13.601722,-22.529388,2.3252804,1,
scut,CM278.jpg,0.7196884751319885,8.186323,-9.93409,2.5466788,1,
scut,AM1001.jpg,0.6889722347259521,0.6336944,-7.4757423,-0.58556575,1,
scut,AF1323.jpg,0.7363274693489075,2.2326562,-4.7104826,4.6108136,1,
scut,AF91.jpg,0.7781570553779602,1.0883013,-9.933438,-0.2905047,1,
scut,AF1671.jpg,0.875883162021637,0.3775891,-14.386107,-0.28678095,1,
scut,AF193.jpg,0.5584225654602051,-0.80995184,-8.140634,0.2508325,1,
scut,AM1720.jpg,0.8284788131713867,1.6148008,-14.785725,-1.5311078,1,
scut,AF147.jpg,0.5042905807495117,-4.2299194,-4.591419,-0.8759593,1,
scut,AM1150.jpg,0.9038184285163879,3.878781,-9.2054405,-2.834951,1,
scut,AM1295.jpg,0.6462541818618774,0.4885869,-1.8797854,-2.741223,1,
scut,AM119.jpg,0.4151546359062195,-3.7958937,-10.603704,-2.8086433,1,
scut,AF1656.jpg,0.855843186378479,-8.332223,-19.531546,-0.042428095,1,
scut,AM554.jpg,0.7253392338752747,2.5147839,-2.9639363,-0.53201115,1,
scut,CM472.jpg,0.848799467086792,2.7443495,-11.498545,3.0085557,1,
scut,CM50.jpg,0.8745166659355164,-0.69888115,-1.5946475,-1.2868398,1,
scut,AM233.jpg,0.845410168170929,2.7665558,-6.2171245,-1.1894348,1,
scut,AF1944.jpg,0.3087836503982544,1.435279,-13.004743,1.8415011,1,
scut,AF849.jpg,0.7496326565742493,0.85352385,-5.8818994,2.158366,1,
scut,AF1696.jpg,0.8150328993797302,3.0860257,-14.695816,1.7209486,1,
scut,AM1131.jpg,0.8112382888793945,3.246131,-6.8988037,1.3944994,1,
scut,AF1974.jpg,0.8447952270507812,14.8881035,-7.975936,14.731842,1,
scut,AF940.jpg,0.6377471685409546,4.462584,-11.727035,0.7763793,1,
scut,AM1140.jpg,0.4822094440460205,5.633382,-12.1991415,-0.3047363,1,
scut,CM172.jpg,0.8575682044029236,-20.596354,-5.395132,-2.5045059,1,
scut,AM1338.jpg,0.5128288865089417,0.83873045,-4.174294,-1.300035,1,
scut,AM920.jpg,0.8202329874038696,1.7729071,1.6237602,-0.19180253,1,
scut,AF1523.jpg,0.7058638334274292,-0.44241548,-12.6884365,-1.5544415,1,
scut,AM1624.jpg,0.6865450739860535,10.910432,-15.743051,0.99411,1,
scut,AM1981.jpg,0.7802556157112122,-6.1429167,-10.126118,-1.5264201,1,
scut,AM1458.jpg,0.5730957388877869,-2.3403826,-13.467447,0.4728674,1,
scut,AF436.jpg,0.8387461304664612,1.5004225,-7.898275,2.949044,1,
scut,CM254.jpg,0.8706064820289612,-4.328369,-0.92673206,-3.896719,1,
scut,AF965.jpg,0.6255930066108704,0.3853178,-10.9024315,-1.0793339,1,
scut,AF644.jpg,0.8034920692443848,0.84551024,-7.30678,-0.28677416,1,
scut,CF441.jpg,0.8392285704612732,5.0582423,1.0270487,1.4934616,1,
scut,AM1895.jpg,0.8562566041946411,3.2874174,-13.073945,-4.3161798,1,
scut,AM1921.jpg,0.5386452078819275,2.2247066,-8.776785,2.7693713,1,
scut,CF617.jpg,0.5385684967041016,-5.5348306,-11.167123,-6.3703923,1,
scut,AF871.jpg,0.7975330352783203,-0.7456051,-2.826289,-1.5751965,1,
scut,CM153.jpg,0.8889859318733215,2.076632,-8.585307,3.4805975,1,
scut,AM476.jpg,0.7893339395523071,1.0962565,-4.2227955,2.878785,1,
scut,CM104.jpg,0.8557807803153992,-10.570786,-11.945267,-3.3937147,1,
scut,AF1041.jpg,0.30510497093200684,45.362736,7.493282,2.6663668,1,
scut,CM5.jpg,0.8756423592567444,-13.407809,-7.4871435,-12.831367,1,
scut,CM95.jpg,0.8878507018089294,2.309859,-3.5056055,-1.7078449,1,
scut,AF858.jpg,0.9067844152450562,-6.1229253,-13.002468,1.2960161,1,
scut,CF105.jpg,0.8853856921195984,-2.521542,-8.411115,-5.7395506,1,
scut,AF1194.jpg,0.8919392228126526,8.509044,-11.035321,-0.06609705,1,
scut,AF1315.jpg,0.4985266923904419,-0.15731049,-17.525864,-1.5481969,1,
scut,AM270.jpg,0.6344507932662964,2.221755,-8.3981085,0.87721086,1,
scut,AM677.jpg,0.7122321724891663,3.9513834,-6.463398,-0.7193244,1,
scut,CF160.jpg,0.8457438945770264,-3.1491632,-11.703709,-9.567885,1,
scut,AM1696.jpg,0.7476730942726135,-5.4434376,-16.978556,0.5980117,1,
scut,AM735.jpg,0.4070588946342468,0.70396936,-10.473295,0.92302287,1,
scut,AF617.jpg,0.7690356969833374,-3.6857708,-12.419001,-0.1166097,1,
scut,AM671.jpg,0.6848722696304321,3.414095,-1.0007373,0.34721997,1,
scut,AF774.jpg,0.7167696952819824,0.97356105,-4.5862865,1.4042779,1,
scut,AF1211.jpg,0.459947407245636,2.48063,-17.804413,-0.1453751,1,
scut,AM17.jpg,0.539302408695221,1.5096676,-20.628288,1.9960371,1,
scut,AF256.jpg,0.7447067499160767,0.7512853,-11.88458,-1.1983522,1,
scut,AM367.jpg,0.43530499935150146,-0.9206659,-8.89152,1.574928,1,
scut,AM328.jpg,0.6111774444580078,-1.1096405,-1.1629362,-1.88561,1,
scut,AF448.jpg,0.7995843887329102,1.518083,-5.1165957,0.7250664,1,
scut,CM620.jpg,0.9038955569267273,5.5110087,-0.9502869,-0.20699471,1,
scut,AM856.jpg,0.3824368715286255,3.0026686,-12.417543,1.7104626,1,
scut,AF1.jpg,0.7835330367088318,3.406578,-8.259047,0.6040693,1,
scut,AF1983.jpg,0.7704164385795593,-1.7238352,-9.849676,-2.7429996,1,
scut,AF918.jpg,0.7066655158996582,7.7719574,-11.435241,0.56950295,1,
scut,AM809.jpg,0.8388289213180542,2.7612798,-6.2822394,0.53627664,1,
scut,AF660.jpg,0.8438808917999268,2.965601,-4.9154854,-0.54473495,1,
scut,AF1076.jpg,0.7033315896987915,2.208906,-1.2569853,-2.0373945,1,
scut,CF490.jpg,0.8616694211959839,-2.624913,-6.2747936,2.7752714,1,
scut,AM1552.jpg,0.8314570188522339,1.0324012,-5.707447,0.96311986,1,
scut,AM1004.jpg,0.7604467868804932,0.123366214,-3.7890358,0.5893616,1,
scut,AF97.jpg,0.762064516544342,1.9380031,-9.843163,1.0510513,1,
scut,AF1831.jpg,0.5659000277519226,-2.908818,-11.483674,-1.7007774,1,
scut,AM891.jpg,0.682485818862915,4.025275,-5.9851704,-0.043097336,1,
scut,AF1273.jpg,0.8454336524009705,2.8933816,-8.774037,0.42718145,1,
scut,AM434.jpg,0.8038238883018494,2.287068,-7.008865,-0.22999649,1,
scut,AF1685.jpg,0.866217315196991,-7.1793547,-14.01236,-4.92663,1,
scut,CF335.jpg,0.8847747445106506,20.214647,-3.4029703,16.130365,1,
scut,AM539.jpg,0.6616000533103943,2.2305615,-1.271344,1.4679711,1,
scut,AF647.jpg,0.6078928709030151,3.6397097,-5.3998156,-1.4917926,1,
scut,AM785.jpg,0.7508588433265686,0.66846937,-8.451936,1.2500476,1,
scut,AM1045.jpg,0.7824916839599609,0.20214257,-0.38118252,1.0260817,1,
scut,CF362.jpg,0.8303762078285217,-7.573594,-12.194692,-13.705391,1,
scut,AF1532.jpg,0.6292195916175842,7.86085,-9.1469145,0.54062504,1,
scut,AF1248.jpg,0.8154987096786499,12.609318,-18.259462,-0.22158937,1,
scut,AF568.jpg,0.5921066999435425,2.6575818,-3.4146304,4.1629105,1,
scut,AM1037.jpg,0.8784275650978088,1.2299577,7.5444307,6.33263,1,
scut,AF943.jpg,0.7459684014320374,1.70911,-5.127293,-0.5296846,1,
scut,AM524.jpg,0.8150052428245544,4.347983,-5.91692,-1.3395764,1,
scut,AM1825.jpg,0.7697592973709106,2.105991,-0.24663581,4.1355042,1,
scut,CF178.jpg,0.8656788468360901,-5.8719373,4.3536563,-16.882563,1,
scut,CM456.jpg,0.8764097094535828,5.567197,3.2338336,3.8744183,1,
scut,AM1669.jpg,0.7556024193763733,2.5534382,-9.375493,-0.65357125,1,
scut,AM1160.jpg,0.7764849066734314,-2.0412276,1.4824638,2.5918145,1,
scut,CM27.jpg,0.8583640456199646,-5.0721316,-8.232518,-0.005206418,1,
scut,AM972.jpg,0.7356338500976562,-0.63306993,-4.876272,-0.0006641196,1,
scut,CF102.jpg,0.861674427986145,-1.8101811,-14.103314,8.323324,1,
scut,AM1870.jpg,0.726031482219696,-2.486835,4.5500336,0.5940692,1,
scut,CM347.jpg,0.875237226486206,-0.19058934,-1.085341,-2.1335256,1,
scut,AF962.jpg,0.6906481385231018,4.6796546,-14.131027,-1.1454291,1,
scut,AM1118.jpg,0.49752748012542725,1.3874729,-1.0958196,-2.9629583,1,
scut,AF826.jpg,0.743445634841919,3.2240746,-4.284204,2.318223,1,
scut,AF854.jpg,0.7927747368812561,1.0355964,-7.374482,0.8642328,1,
scut,AM1999.jpg,0.879752516746521,1.5515536,-10.604773,1.2157941,1,
scut,CF669.jpg,0.8441956043243408,-10.439967,-14.101612,11.212153,1,
scut,AF1874.jpg,0.7272984385490417,-0.9634617,-9.05417,-1.4065026,1,
scut,AM1257.jpg,0.6228435039520264,1.1520964,-5.0406632,-0.09501861,1,
scut,AM1792.jpg,0.6463539600372314,2.2188194,-1.4795843,-1.3489095,1,
scut,AM1750.jpg,0.8722801804542542,-10.672709,-7.4947705,-2.7570786,1,
scut,AM1386.jpg,0.7639631628990173,2.381354,-4.410228,1.3496565,1,
scut,CM258.jpg,0.8659775853157043,14.838257,-21.250763,8.456674,1,
scut,AM1095.jpg,0.5239077210426331,1.7043214,-25.810726,1.9484583,1,
scut,AF317.jpg,0.502249538898468,5.397578,-14.26569,-10.899379,1,
scut,AM342.jpg,0.34610652923583984,0.68173116,-6.440443,-2.5602722,1,
scut,CM544.jpg,0.8733746409416199,0.17078699,-5.520703,-4.695408,1,
scut,AM1958.jpg,0.5414429903030396,3.206136,-3.7344124,-0.6574394,1,
scut,CM183.jpg,0.890484094619751,-2.9815946,-9.237896,-0.6956627,1,
scut,AM1525.jpg,0.7619456052780151,5.3167696,-0.074485466,0.21444055,1,
scut,AF1513.jpg,0.7085141539573669,1.1481088,-13.001313,0.24163166,1,
scut,AM925.jpg,0.5834184288978577,-1.0689728,-7.0499735,2.3462846,1,
scut,AM1258.jpg,0.7865527868270874,2.4644468,-3.954831,0.25846246,1,
scut,CM698.jpg,0.4782324433326721,6.7480626,-10.623987,7.276229,1,
scut,AF1857.jpg,0.8839051127433777,5.792423,-13.442971,0.015409054,1,
scut,AF834.jpg,0.7776296138763428,-1.7041702,-11.151037,-1.0488293,1,
scut,AF1429.jpg,0.5016314387321472,-1.4435086,-11.25564,-0.20330329,1,
scut,AF257.jpg,0.7555661201477051,-0.06101107,-5.5660357,0.22599456,1,
